channel_name,channel_id,channel_url,channel_description,channel_join_date,subscriber_count,video_id,video_url,title,description,published_at,tags,view_count,like_count,dislike_count,comment_count,duration_seconds,views_per_sub,like_per_view,dislike_per_view,comment_per_view,video_count,avg_views_per_sub,avg_like_per_view,avg_dislike_per_view,avg_comment_per_view
Coca-Cola,UCosXctaTYxN4YPIvI5Fpcrw,https://www.youtube.com/@Coca-Cola,"Welcome to Coca-Cola's YouTube channel! Our channel is dedicated to the Real Magic that Coca-Cola inspires around the world. Check out our videos for new and original content featuring music, culture, entertainment, sports, and more. Join the fun through magical experiences on stage, on the field, in game, or behind the scenes.

Experience the #RealMagic of Coca-Cola and keep up with with us by subscribing to the channel for the latest updates.

Discover more at https://www.coca-cola.com

",2006-01-01T20:14:52Z,4600000,0gaSOJ9C_gY,https://www.youtube.com/watch?v=0gaSOJ9C_gY,"Coca-Cola Vietnam | Trao Coca-Cola, trao giai điệu hứng khởi (Encouragement)","Khám phá ngay: https://CokeURL.com/HungKhoiCocaCola 
#CocaCola #TraoGiaiDieuHungKhoi",2020-07-31T04:44:30Z,,4568738,109.0,,5,16,0.9932039130434782,2.3857791801587223e-05,,1.0943941193388634e-06,373,1.455784881105024,0.0003802878033762919,,1.6250172324749507e-05
Coca-Cola,UCosXctaTYxN4YPIvI5Fpcrw,https://www.youtube.com/@Coca-Cola,"Welcome to Coca-Cola's YouTube channel! Our channel is dedicated to the Real Magic that Coca-Cola inspires around the world. Check out our videos for new and original content featuring music, culture, entertainment, sports, and more. Join the fun through magical experiences on stage, on the field, in game, or behind the scenes.

Experience the #RealMagic of Coca-Cola and keep up with with us by subscribing to the channel for the latest updates.

Discover more at https://www.coca-cola.com

",2006-01-01T20:14:52Z,4600000,w1RyQmGHHg8,https://www.youtube.com/watch?v=w1RyQmGHHg8,COCA-COLA | Niềm tin tạo diệu kỳ (Huynh Nhu's story),"Huỳnh Như luôn vững tin vào bản thân và cô ấy đã làm nên lịch sử, còn bạn thì sao? Đừng quên rằng niềm tin sẽ tạo nên điều diệu kỳ nhé! 
------
Cùng COCA-COLA cổ vũ cho các cô gái vàng của Việt Nam trong mùa giải FIFA Women's World Cup 2023™ 🇻🇳 

#CocaColaVN #BelievingIsMagic",2023-06-28T08:43:17Z,,6360692,97.0,,6,12,1.3827591304347826,1.5249913059773999e-05,,9.432935913262268e-07,373,1.455784881105024,0.0003802878033762919,,1.6250172324749507e-05
Coca-Cola,UCosXctaTYxN4YPIvI5Fpcrw,https://www.youtube.com/@Coca-Cola,"Welcome to Coca-Cola's YouTube channel! Our channel is dedicated to the Real Magic that Coca-Cola inspires around the world. Check out our videos for new and original content featuring music, culture, entertainment, sports, and more. Join the fun through magical experiences on stage, on the field, in game, or behind the scenes.

Experience the #RealMagic of Coca-Cola and keep up with with us by subscribing to the channel for the latest updates.

Discover more at https://www.coca-cola.com

",2006-01-01T20:14:52Z,4600000,ltYbj6vZlF8,https://www.youtube.com/watch?v=ltYbj6vZlF8,¿Quieres ganar una PS5?,Busca los códigos bajo las tapas doradas y envía un Whatsapp al 78889933 con tus datos.,2021-09-08T14:27:25Z,,2583806,94.0,,18,11,0.5616969565217391,3.6380440327176265e-05,,6.966467296693328e-06,373,1.455784881105024,0.0003802878033762919,,1.6250172324749507e-05
Coca-Cola,UCosXctaTYxN4YPIvI5Fpcrw,https://www.youtube.com/@Coca-Cola,"Welcome to Coca-Cola's YouTube channel! Our channel is dedicated to the Real Magic that Coca-Cola inspires around the world. Check out our videos for new and original content featuring music, culture, entertainment, sports, and more. Join the fun through magical experiences on stage, on the field, in game, or behind the scenes.

Experience the #RealMagic of Coca-Cola and keep up with with us by subscribing to the channel for the latest updates.

Discover more at https://www.coca-cola.com

",2006-01-01T20:14:52Z,4600000,LZaARSWBGvI,https://www.youtube.com/watch?v=LZaARSWBGvI,Coca-Cola® Obra de Arte,A Magia Acontece quando você precisa de um pouco de inspiração,2023-03-07T14:02:26Z,,4028218,369.0,,7,60,0.8756995652173913,9.16037811260463e-05,,1.7377411053721522e-06,373,1.455784881105024,0.0003802878033762919,,1.6250172324749507e-05
Coca-Cola,UCosXctaTYxN4YPIvI5Fpcrw,https://www.youtube.com/@Coca-Cola,"Welcome to Coca-Cola's YouTube channel! Our channel is dedicated to the Real Magic that Coca-Cola inspires around the world. Check out our videos for new and original content featuring music, culture, entertainment, sports, and more. Join the fun through magical experiences on stage, on the field, in game, or behind the scenes.

Experience the #RealMagic of Coca-Cola and keep up with with us by subscribing to the channel for the latest updates.

Discover more at https://www.coca-cola.com

",2006-01-01T20:14:52Z,4600000,jes8GruxOVs,https://www.youtube.com/watch?v=jes8GruxOVs,New Coke Zero Sugar! Best Coke Ever?,Would you cry for #NewCokeZeroSugar with improved taste? #BestCokeEver ? #Tryitfirst #CocaColaSG,2021-08-05T05:08:07Z,,2729646,2252.0,,32,15,0.5934013043478261,0.000825015404927965,,1.1723131863985293e-05,373,1.455784881105024,0.0003802878033762919,,1.6250172324749507e-05
Coca-Cola,UCosXctaTYxN4YPIvI5Fpcrw,https://www.youtube.com/@Coca-Cola,"Welcome to Coca-Cola's YouTube channel! Our channel is dedicated to the Real Magic that Coca-Cola inspires around the world. Check out our videos for new and original content featuring music, culture, entertainment, sports, and more. Join the fun through magical experiences on stage, on the field, in game, or behind the scenes.

Experience the #RealMagic of Coca-Cola and keep up with with us by subscribing to the channel for the latest updates.

Discover more at https://www.coca-cola.com

",2006-01-01T20:14:52Z,4600000,3_wMwQ13zi0,https://www.youtube.com/watch?v=3_wMwQ13zi0,Coca-Cola: Nejlépe chutná spolu.,,2019-01-11T10:54:46Z,,3150557,202.0,,18,15,0.6849036956521739,6.411564685228676e-05,,5.713275462084958e-06,373,1.455784881105024,0.0003802878033762919,,1.6250172324749507e-05
Coca-Cola,UCosXctaTYxN4YPIvI5Fpcrw,https://www.youtube.com/@Coca-Cola,"Welcome to Coca-Cola's YouTube channel! Our channel is dedicated to the Real Magic that Coca-Cola inspires around the world. Check out our videos for new and original content featuring music, culture, entertainment, sports, and more. Join the fun through magical experiences on stage, on the field, in game, or behind the scenes.

Experience the #RealMagic of Coca-Cola and keep up with with us by subscribing to the channel for the latest updates.

Discover more at https://www.coca-cola.com

",2006-01-01T20:14:52Z,4600000,eUvOihC0Mmg,https://www.youtube.com/watch?v=eUvOihC0Mmg,Yash Gives a Coke Halftime to Everyone!,"Yash came. Yash saw. Yash cracked open a Coke Halftime. For everyone. And just like that, the game got a whole lot better.

#CokeHalftime #CocaColaHalftime #HalftimeCokeTime #CocaColaIndia #Halftime #RealMagic",2025-03-28T04:44:25Z,,3436055,244.0,,12,45,0.7469684782608695,7.101166890518341e-05,,3.4923771592713153e-06,373,1.455784881105024,0.0003802878033762919,,1.6250172324749507e-05
Coca-Cola,UCosXctaTYxN4YPIvI5Fpcrw,https://www.youtube.com/@Coca-Cola,"Welcome to Coca-Cola's YouTube channel! Our channel is dedicated to the Real Magic that Coca-Cola inspires around the world. Check out our videos for new and original content featuring music, culture, entertainment, sports, and more. Join the fun through magical experiences on stage, on the field, in game, or behind the scenes.

Experience the #RealMagic of Coca-Cola and keep up with with us by subscribing to the channel for the latest updates.

Discover more at https://www.coca-cola.com

",2006-01-01T20:14:52Z,4600000,CEUqwOVBQmo,https://www.youtube.com/watch?v=CEUqwOVBQmo,"Η Coca-Cola & o George the Poet παρουσιάζουν: Open Like Never Before || 30""","Περίμενε, σταμάτα, ποιος είπε ότι πρέπει να επιστρέψουμε πίσω στην κανονικότητα; Αυτή είναι η ευκαρία μας να ξεκινήσουμε από την αρχή - πιο ταπεινοί, πιο παρόντες,  πιο χαρούμενοι, πιο γενναίοι και καλύτεροι από ποτέ. Το ποτήρι δεν είναι μισοάδειο, είναι μισογεμάτο και μπορούμε όλοι να κάνουμε τη διαφορά, όταν είμαστε ανοιχτοί όπως ποτέ ξανά. #OpenLikeNeverBefore 

Follow George the Poet
Instagram: https://www.instagram.com/georgethepoet/
Facebook: https://www.facebook.com/georgethepoet
Youtube: https://www.youtube.com/user/GeorgeThePoet

Follow Coca-Cola 
Instagram: https://www.instagram.com/cocacolagreece/ & https://www.instagram.com/cocacola_cy/
Facebook: https://facebook.com/cocacolagr & https://www.facebook.com/cocacolacyprus/
Youtube: https://www.youtube.com/user/cocacola",2020-08-03T06:51:24Z,"motivating,openlikeneverbefore,spokenword,emotional,coke,sharing,inspiational,newnormal,COVID-19,poem,coca-cola,cocacola,openness,lockdown,georgethepoet,poet,postcovid,family,lyrics,poetry",2467730,59.0,,10,30,0.5364630434782609,2.390861236845198e-05,,4.0523071810935555e-06,373,1.455784881105024,0.0003802878033762919,,1.6250172324749507e-05
Coca-Cola,UCosXctaTYxN4YPIvI5Fpcrw,https://www.youtube.com/@Coca-Cola,"Welcome to Coca-Cola's YouTube channel! Our channel is dedicated to the Real Magic that Coca-Cola inspires around the world. Check out our videos for new and original content featuring music, culture, entertainment, sports, and more. Join the fun through magical experiences on stage, on the field, in game, or behind the scenes.

Experience the #RealMagic of Coca-Cola and keep up with with us by subscribing to the channel for the latest updates.

Discover more at https://www.coca-cola.com

",2006-01-01T20:14:52Z,4600000,WbjsKJ3vWD8,https://www.youtube.com/watch?v=WbjsKJ3vWD8,Coca-Cola FanFeat – Junte seus ídolos no hit do ano,"No Coca-Cola FanFeat, o poder está em suas mãos. São 9 grandes nomes da música, mas só 3 deles vão fazer um single, um clipe e um show exclusivo para quebrar a internet. Compre a Coca-Cola do seu artista preferido, entre no site coca-cola.fm e vote!",2017-12-26T18:20:19Z,"anitta,ludmilla,coca-cola,simonesimaria,thiaguinho,solangealmeida,luansantana,fanfeat,#fanfeat,pabllovittar,valesca,projota",8947297,23890.0,,3059,31,1.9450645652173912,0.002670080137051447,,0.00034189096438846277,373,1.455784881105024,0.0003802878033762919,,1.6250172324749507e-05
Coca-Cola,UCosXctaTYxN4YPIvI5Fpcrw,https://www.youtube.com/@Coca-Cola,"Welcome to Coca-Cola's YouTube channel! Our channel is dedicated to the Real Magic that Coca-Cola inspires around the world. Check out our videos for new and original content featuring music, culture, entertainment, sports, and more. Join the fun through magical experiences on stage, on the field, in game, or behind the scenes.

Experience the #RealMagic of Coca-Cola and keep up with with us by subscribing to the channel for the latest updates.

Discover more at https://www.coca-cola.com

",2006-01-01T20:14:52Z,4600000,RPFeXT13x-A,https://www.youtube.com/watch?v=RPFeXT13x-A,Yaz Mucizelerle Dolu. Keşfet!,"Coca-Cola’nın gerçek mucizesinin müzikle beraber nasıl hayat bulduğuna tanık ol! Favori müzisyenlerinin sesinden Queen'in ""A Kind of Magic"" eserinin keyfini çıkarmak ve Coke Studio ile daha fazla mucizeyi deneyimlemek için:

https://www.youtube.com/c/cokestudioglobal 

#YazMucizelerleDolu
#MucizeyiKesfet",2022-06-24T08:49:26Z,,10599419,1554.0,,10,30,2.3042215217391306,0.00014661180957182654,,9.434479380426417e-07,373,1.455784881105024,0.0003802878033762919,,1.6250172324749507e-05
Coca-Cola,UCosXctaTYxN4YPIvI5Fpcrw,https://www.youtube.com/@Coca-Cola,"Welcome to Coca-Cola's YouTube channel! Our channel is dedicated to the Real Magic that Coca-Cola inspires around the world. Check out our videos for new and original content featuring music, culture, entertainment, sports, and more. Join the fun through magical experiences on stage, on the field, in game, or behind the scenes.

Experience the #RealMagic of Coca-Cola and keep up with with us by subscribing to the channel for the latest updates.

Discover more at https://www.coca-cola.com

",2006-01-01T20:14:52Z,4600000,4RSTupbfGog,https://www.youtube.com/watch?v=4RSTupbfGog,The Holiday Magic is coming.,Wishing you a merry and bright holiday season from Coca-Cola.,2024-11-18T16:58:04Z,"Coca-Cola,Coca Cola,Coke",8215410,9214.0,,7110,30,1.785958695652174,0.0011215508416500212,,0.0008654467640689874,373,1.455784881105024,0.0003802878033762919,,1.6250172324749507e-05
Coca-Cola,UCosXctaTYxN4YPIvI5Fpcrw,https://www.youtube.com/@Coca-Cola,"Welcome to Coca-Cola's YouTube channel! Our channel is dedicated to the Real Magic that Coca-Cola inspires around the world. Check out our videos for new and original content featuring music, culture, entertainment, sports, and more. Join the fun through magical experiences on stage, on the field, in game, or behind the scenes.

Experience the #RealMagic of Coca-Cola and keep up with with us by subscribing to the channel for the latest updates.

Discover more at https://www.coca-cola.com

",2006-01-01T20:14:52Z,4600000,RYEnDSOPxfA,https://www.youtube.com/watch?v=RYEnDSOPxfA,Comparte más con Coca-Cola retornable,"Hay cosas que merecen retornar muchas veces: los amigos, las sonrisas y el ahorro. #JuntosParaAlgoMejor",2021-04-05T15:25:57Z,,3027972,2103.0,,21,20,0.6582547826086956,0.0006945242558385612,,6.935334937046974e-06,373,1.455784881105024,0.0003802878033762919,,1.6250172324749507e-05
Coca-Cola,UCosXctaTYxN4YPIvI5Fpcrw,https://www.youtube.com/@Coca-Cola,"Welcome to Coca-Cola's YouTube channel! Our channel is dedicated to the Real Magic that Coca-Cola inspires around the world. Check out our videos for new and original content featuring music, culture, entertainment, sports, and more. Join the fun through magical experiences on stage, on the field, in game, or behind the scenes.

Experience the #RealMagic of Coca-Cola and keep up with with us by subscribing to the channel for the latest updates.

Discover more at https://www.coca-cola.com

",2006-01-01T20:14:52Z,4600000,77ISDswm6KY,https://www.youtube.com/watch?v=77ISDswm6KY,A arquibancada é nossa casa | Coca-Cola,Lar é onde a gente vive cada segundo dos 90 minutos mais emocionantes juntos! #AMagiaDeAcreditar #FIFAWorldCup #BelievingIsMagic,2022-11-04T20:59:59Z,,9217161,466.0,,9,16,2.003730652173913,5.0557867004818515e-05,,9.764394915093703e-07,373,1.455784881105024,0.0003802878033762919,,1.6250172324749507e-05
Coca-Cola,UCosXctaTYxN4YPIvI5Fpcrw,https://www.youtube.com/@Coca-Cola,"Welcome to Coca-Cola's YouTube channel! Our channel is dedicated to the Real Magic that Coca-Cola inspires around the world. Check out our videos for new and original content featuring music, culture, entertainment, sports, and more. Join the fun through magical experiences on stage, on the field, in game, or behind the scenes.

Experience the #RealMagic of Coca-Cola and keep up with with us by subscribing to the channel for the latest updates.

Discover more at https://www.coca-cola.com

",2006-01-01T20:14:52Z,4600000,e-U40zUau78,https://www.youtube.com/watch?v=e-U40zUau78,Unsung Heroes – Indonesia – For The Human Race,"At a time when the human spirit is being tested like never before, we want to celebrate the Unsung Heroes. We are inspired by everyday people and humanity shown around the world during the coronavirus crisis. #ForTheHumanRace",2020-05-20T02:06:25Z,"covid,corona virus,coca-cola,coke,covid19,indonesia,medic,paramedic,doctor,hospital,humanity,unsung heroes,dr handoko gunawan,dr handoko",4390171,500.0,,35,96,0.954385,0.00011389078010856525,,7.972354607599567e-06,373,1.455784881105024,0.0003802878033762919,,1.6250172324749507e-05
Coca-Cola,UCosXctaTYxN4YPIvI5Fpcrw,https://www.youtube.com/@Coca-Cola,"Welcome to Coca-Cola's YouTube channel! Our channel is dedicated to the Real Magic that Coca-Cola inspires around the world. Check out our videos for new and original content featuring music, culture, entertainment, sports, and more. Join the fun through magical experiences on stage, on the field, in game, or behind the scenes.

Experience the #RealMagic of Coca-Cola and keep up with with us by subscribing to the channel for the latest updates.

Discover more at https://www.coca-cola.com

",2006-01-01T20:14:52Z,4600000,5pBE2qeTyXg,https://www.youtube.com/watch?v=5pBE2qeTyXg,Beklediğin Andan Önce Durdur. Coca-Cola. Devam.,"Bu akşam benim dizi var diyenler, evde Coca-Cola var mı? Tam bu bakışma sahnesi bitmesin derken Durdur. 
Coca-Cola. Devam.",2019-10-31T11:53:29Z,,3200191,41.0,,2,15,0.6956936956521739,1.2811735299549308e-05,,6.249626975389906e-07,373,1.455784881105024,0.0003802878033762919,,1.6250172324749507e-05
Coca-Cola,UCosXctaTYxN4YPIvI5Fpcrw,https://www.youtube.com/@Coca-Cola,"Welcome to Coca-Cola's YouTube channel! Our channel is dedicated to the Real Magic that Coca-Cola inspires around the world. Check out our videos for new and original content featuring music, culture, entertainment, sports, and more. Join the fun through magical experiences on stage, on the field, in game, or behind the scenes.

Experience the #RealMagic of Coca-Cola and keep up with with us by subscribing to the channel for the latest updates.

Discover more at https://www.coca-cola.com

",2006-01-01T20:14:52Z,4600000,Oc4MPDC0bMk,https://www.youtube.com/watch?v=Oc4MPDC0bMk,#ComparteLaMagia,"Estamos listos para la época más mágica del año, ¿y tú? Etiqueta con quién compartes tu magia #ComparteLaMagia


Coca-Cola Ecuador",2021-11-19T20:30:16Z,,2980575,82.0,,3,30,0.6479510869565217,2.751147010224537e-05,,1.0065171988626357e-06,373,1.455784881105024,0.0003802878033762919,,1.6250172324749507e-05
Coca-Cola,UCosXctaTYxN4YPIvI5Fpcrw,https://www.youtube.com/@Coca-Cola,"Welcome to Coca-Cola's YouTube channel! Our channel is dedicated to the Real Magic that Coca-Cola inspires around the world. Check out our videos for new and original content featuring music, culture, entertainment, sports, and more. Join the fun through magical experiences on stage, on the field, in game, or behind the scenes.

Experience the #RealMagic of Coca-Cola and keep up with with us by subscribing to the channel for the latest updates.

Discover more at https://www.coca-cola.com

",2006-01-01T20:14:52Z,4600000,P8npCAOqYHg,https://www.youtube.com/watch?v=P8npCAOqYHg,Coca-Cola | Juntos Tem Mais Sabor,"Curtir pequenos momentos em família nunca foi tão importante. E, para fazer isso, nada como saborear juntos uma refeição com Coca-Cola",2020-08-13T15:17:40Z,,8704075,129.0,,15,31,1.8921902173913043,1.4820644353363223e-05,,1.7233307387631655e-06,373,1.455784881105024,0.0003802878033762919,,1.6250172324749507e-05
